typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20200101","2020","52","2020","842","USA","USA","M","Import","156","CHN","China","0","W00","World","H5","HS","true","8703","Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","393003","false","5","u","393003","false","122297519.088","true","0","false","1689004306","0","1689004306","4","false","true",
"C","A","20200101","2020","52","2020","842","USA","USA","M","Import","392","JPN","Japan","0","W00","World","H5","HS","true","8703","Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","1408280","false","5","u","1408280","false","2055753605.571","true","0","false","32994198594","0","32994198594","4","false","true",
"C","A","20200101","2020","52","2020","842","USA","USA","M","Import","484","MEX","Mexico","0","W00","World","H5","HS","true","8703","Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","1613954","false","5","u","1613954","false","2199976226.628","true","0","false","29890825620","0","29890825620","4","false","true",
"C","A","20210101","2021","52","2021","842","USA","USA","M","Import","0","W00","World","0","W00","World","H5","HS","true","8541","Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","0","true","0","false","13435911419","0","13435911419","6","false","true",
"C","A","20210101","2021","52","2021","842","USA","USA","M","Import","156","CHN","China","0","W00","World","H5","HS","true","8541","Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","4222458.093","true","0","false","907497579","0","907497579","6","false","true",
"C","A","20210101","2021","52","2021","842","USA","USA","M","Import","392","JPN","Japan","0","W00","World","H5","HS","true","8541","Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","5456256.01","true","0","false","1120890908","0","1120890908","6","false","true",
"C","A","20210101","2021","52","2021","842","USA","USA","M","Import","484","MEX","Mexico","0","W00","World","H5","HS","true","8541","Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","1450151.686","true","0","false","420309120","0","420309120","6","false","true",
"C","A","20210101","2021","52","2021","842","USA","USA","M","Import","0","W00","World","0","W00","World","H5","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","0","true","0","false","41251253003","0","41251253003","6","false","true",
"C","A","20210101","2021","52","2021","842","USA","USA","M","Import","156","CHN","China","0","W00","World","H5","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","1540572.624","true","0","false","2359692512","0","2359692512","6","false","true",
"C","A","20210101","2021","52","2021","842","USA","USA","M","Import","392","JPN","Japan","0","W00","World","H5","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","770618.224","true","0","false","984549972","0","984549972","6","false","true",
"C","A","20210101","2021","52","2021","842","USA","USA","M","Import","484","MEX","Mexico","0","W00","World","H5","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","1025082.365","true","0","false","1623900934","0","1623900934","6","false","true",
"C","A","20210101","2021","52","2021","842","USA","USA","M","Import","0","W00","World","0","W00","World","H5","HS","true","8703","Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","6149520","false","5","u","6149520","false","9079600937.174","true","0","false","148145016486","0","148145016486","4","false","true",
"C","A","20210101","2021","52","2021","842","USA","USA","M","Import","156","CHN","China","0","W00","World","H5","HS","true","8703","Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","491214","false","5","u","491214","false","148619124.129","true","0","false","2136518233","0","2136518233","4","false","true",
"C","A","20210101","2021","52","2021","842","USA","USA","M","Import","392","JPN","Japan","0","W00","World","H5","HS","true","8703","Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","1353572","false","5","u","1353572","false","1971430777.856","true","0","false","33390640672","0","33390640672","4","false","true",
"C","A","20210101","2021","52","2021","842","USA","USA","M","Import","484","MEX","Mexico","0","W00","World","H5","HS","true","8703","Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","1488147","false","5","u","1488147","false","2054294801.286","true","0","false","29582370987","0","29582370987","4","false","true",
"C","A","20220101","2022","52","2022","842","USA","USA","M","Import","0","W00","World","0","W00","World","H6","HS","true","8541","Semiconductor devices (e.g. diodes, transistors, semiconductor based transducers); including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED) assembled with other LEDs or not, mounted piezo-electric crystals","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"false","0","false","17986436849","17172864708","17986436849","0","false","true",
"C","A","20220101","2022","52","2022","842","USA","USA","M","Import","156","CHN","China","0","W00","World","H6","HS","true","8541","Semiconductor devices (e.g. diodes, transistors, semiconductor based transducers); including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED) assembled with other LEDs or not, mounted piezo-electric crystals","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","5740374.473","true","0","false","1076531398","1042918466","1076531398","6","false","true",
"C","A","20220101","2022","52","2022","842","USA","USA","M","Import","392","JPN","Japan","0","W00","World","H6","HS","true","8541","Semiconductor devices (e.g. diodes, transistors, semiconductor based transducers); including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED) assembled with other LEDs or not, mounted piezo-electric crystals","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","5193435.672","true","0","false","1164257218","1146135792","1164257218","6","false","true",
"C","A","20220101","2022","52","2022","842","USA","USA","M","Import","484","MEX","Mexico","0","W00","World","H6","HS","true","8541","Semiconductor devices (e.g. diodes, transistors, semiconductor based transducers); including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED) assembled with other LEDs or not, mounted piezo-electric crystals","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","36019653.867","true","0","false","436175177","435713893","436175177","6","false","true",
"C","A","20220101","2022","52","2022","842","USA","USA","M","Import","0","W00","World","0","W00","World","H6","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"false","0","false","43684949147","43401214036","43684949147","0","false","true",
"C","A","20220101","2022","52","2022","842","USA","USA","M","Import","156","CHN","China","0","W00","World","H6","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","1388130.129","true","0","false","2613136720","2579055811","2613136720","6","false","true",
"C","A","20220101","2022","52","2022","842","USA","USA","M","Import","392","JPN","Japan","0","W00","World","H6","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","638426.005","true","0","false","1028204753","1011848977","1028204753","6","false","true",
"C","A","20220101","2022","52","2022","842","USA","USA","M","Import","484","MEX","Mexico","0","W00","World","H6","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","899472.35","true","0","false","1874058723","1873041173","1874058723","6","false","true",
"C","A","20220101","2022","52","2022","842","USA","USA","M","Import","0","W00","World","0","W00","World","H6","HS","true","8703","Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","6392030","false","5","u","6392030","false","10475026267.791","true","0","false","168337378680","165902927352","168337378680","4","false","true",
"C","A","20220101","2022","52","2022","842","USA","USA","M","Import","156","CHN","China","0","W00","World","H6","HS","true","8703","Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","472322","false","5","u","472322","false","176278585.873","true","0","false","2551571197","2330516746","2551571197","4","false","true",
"C","A","20220101","2022","52","2022","842","USA","USA","M","Import","392","JPN","Japan","0","W00","World","H6","HS","true","8703","Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","1309665","false","5","u","1309665","false","2018957924.526","true","0","false","33524672675","32820378122","33524672675","4","false","true",
"C","A","20220101","2022","52","2022","842","USA","USA","M","Import","484","MEX","Mexico","0","W00","World","H6","HS","true","8703","Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","1674241","false","5","u","1674241","false","2613687781.391","true","0","false","36512896093","36329893028","36512896093","4","false","true",
"C","A","20230101","2023","52","2023","842","USA","USA","M","Import","0","W00","World","0","W00","World","H6","HS","true","8541","Semiconductor devices (e.g. diodes, transistors, semiconductor based transducers); including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED) assembled with other LEDs or not, mounted piezo-electric crystals","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false",,"false","0","false","26833444571","26074948855","26833444571","2","false","true",
"C","A","20230101","2023","52","2023","842","USA","USA","M","Import","156","CHN","China","0","W00","World","H6","HS","true","8541","Semiconductor devices (e.g. diodes, transistors, semiconductor based transducers); including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED) assembled with other LEDs or not, mounted piezo-electric crystals","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","4083645.784","true","0","false","722919755","703866016","722919755","6","false","true",
"C","A","20230101","2023","52","2023","842","USA","USA","M","Import","392","JPN","Japan","0","W00","World","H6","HS","true","8541","Semiconductor devices (e.g. diodes, transistors, semiconductor based transducers); including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED) assembled with other LEDs or not, mounted piezo-electric crystals","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","5170062.554","true","0","false","1074068292","1061021253","1074068292","6","false","true",
"C","A","20230101","2023","52","2023","842","USA","USA","M","Import","484","MEX","Mexico","0","W00","World","H6","HS","true","8541","Semiconductor devices (e.g. diodes, transistors, semiconductor based transducers); including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED) assembled with other LEDs or not, mounted piezo-electric crystals","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","87812850.76","true","0","false","658764318","658323427","658764318","6","false","true",
"C","A","20230101","2023","52","2023","842","USA","USA","M","Import","0","W00","World","0","W00","World","H6","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"false","0","false","36062821301","35784801064","36062821301","0","false","true",
"C","A","20230101","2023","52","2023","842","USA","USA","M","Import","156","CHN","China","0","W00","World","H6","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","1034571.957","true","0","false","1845664125","1818000928","1845664125","6","false","true",
"C","A","20230101","2023","52","2023","842","USA","USA","M","Import","392","JPN","Japan","0","W00","World","H6","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","724424.129","true","0","false","1039397928","1025909545","1039397928","6","false","true",
"C","A","20230101","2023","52","2023","842","USA","USA","M","Import","484","MEX","Mexico","0","W00","World","H6","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","910687.485","true","0","false","1686573542","1685573767","1686573542","6","false","true",
"C","A","20230101","2023","52","2023","842","USA","USA","M","Import","0","W00","World","0","W00","World","H6","HS","true","8703","Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","7361829","false","5","u","7361829","false","12146901529.788","true","0","false","210288252659","207960693651","210288252659","4","false","true",
"C","A","20230101","2023","52","2023","842","USA","USA","M","Import","156","CHN","China","0","W00","World","H6","HS","true","8703","Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","387569","false","5","u","387569","false","161880462.699","true","0","false","2539387622","2483790605","2539387622","4","false","true",
"C","A","20230101","2023","52","2023","842","USA","USA","M","Import","392","JPN","Japan","0","W00","World","H6","HS","true","8703","Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","1465999","false","5","u","1465999","false","2271923790.372","true","0","false","40876679872","40058242239","40876679872","4","false","true",
"C","A","20230101","2023","52","2023","842","USA","USA","M","Import","484","MEX","Mexico","0","W00","World","H6","HS","true","8703","Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","1977160","false","5","u","1977160","false","2951257935.276","true","0","false","44964895428","44739141040","44964895428","4","false","true",
"C","A","20240101","2024","52","2024","842","USA","USA","M","Import","0","W00","World","0","W00","World","H6","HS","true","8541","Semiconductor devices (e.g. diodes, transistors, semiconductor based transducers); including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED) assembled with other LEDs or not, mounted piezo-electric crystals","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"false","0","false","23320226969","22608043553","23320226969","0","false","true",
"C","A","20240101","2024","52","2024","842","USA","USA","M","Import","156","CHN","China","0","W00","World","H6","HS","true","8541","Semiconductor devices (e.g. diodes, transistors, semiconductor based transducers); including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED) assembled with other LEDs or not, mounted piezo-electric crystals","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","9936126.415","true","0","false","642443853","625477757","642443853","6","false","true",
"C","A","20240101","2024","52","2024","842","USA","USA","M","Import","392","JPN","Japan","0","W00","World","H6","HS","true","8541","Semiconductor devices (e.g. diodes, transistors, semiconductor based transducers); including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED) assembled with other LEDs or not, mounted piezo-electric crystals","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","5411585.417","true","0","false","1003073426","991474163","1003073426","6","false","true",
"C","A","20240101","2024","52","2024","842","USA","USA","M","Import","484","MEX","Mexico","0","W00","World","H6","HS","true","8541","Semiconductor devices (e.g. diodes, transistors, semiconductor based transducers); including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED) assembled with other LEDs or not, mounted piezo-electric crystals","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","77107816.942","true","0","false","429143889","428129422","429143889","6","false","true",
"C","A","20240101","2024","52","2024","842","USA","USA","M","Import","0","W00","World","0","W00","World","H6","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"false","0","false","40386451682","40185247538","40386451682","0","false","true",
"C","A","20240101","2024","52","2024","842","USA","USA","M","Import","156","CHN","China","0","W00","World","H6","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","923438.921","true","0","false","1473432024","1450615635","1473432024","6","false","true",
"C","A","20240101","2024","52","2024","842","USA","USA","M","Import","392","JPN","Japan","0","W00","World","H6","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","660060.696","true","0","false","1016130660","1006665644","1016130660","6","false","true",
"C","A","20240101","2024","52","2024","842","USA","USA","M","Import","484","MEX","Mexico","0","W00","World","H6","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","910913.114","true","0","false","1485684565","1484647465","1485684565","6","false","true",
"C","A","20240101","2024","52","2024","842","USA","USA","M","Import","0","W00","World","0","W00","World","H6","HS","true","8703","Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","7686277","false","5","u","7686277","false","12447004913.413","true","0","false","219496094240","216805542540","219496094240","4","false","true",
"C","A","20240101","2024","52","2024","842","USA","USA","M","Import","156","CHN","China","0","W00","World","H6","HS","true","8703","Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","576641","false","5","u","576641","false","240927101.231","true","0","false","3820890620","3706869559","3820890620","4","false","true",
"C","A","20240101","2024","52","2024","842","USA","USA","M","Import","392","JPN","Japan","0","W00","World","H6","HS","true","8703","Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","1388330","false","5","u","1388330","false","2212677557.78","true","0","false","40765669517","39935686596","40765669517","4","false","true",
"C","A","20240101","2024","52","2024","842","USA","USA","M","Import","484","MEX","Mexico","0","W00","World","H6","HS","true","8703","Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","2125788","false","5","u","2125788","false","3144411291.138","true","0","false","49986957537","49743872779","49986957537","4","false","true",
